Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Budget,Revenue,Country,Genres,imdb_id,year
783,FALSE,/kuOvQ9TqsZwleNVNmHRJiIyzsKx.jpg,"[16, 18, 9648, 36]",339877,en,Loving Vincent,A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,15.439,/56sq57kDm7XgyXBYrgJLumo0Jac.jpg,22-06-17,Loving Vincent,FALSE,8.1,2161,5500000,42187665,United Kingdom,Animation,tt3262342,2019
787,FALSE,/ygo9GFcNv7WLi37Bdqg89XnUfmi.jpg,"[12, 14, 10751]",611014,uk,Фокстер і Макс,"The twelve-year-old schoolboy Max escapes from the house and hides under the bridge. There he finds a spray can of nano-paints, and draw a graffiti of a dog. Unexpectedly painted graffiti comes alive and turns into dog-nanorobot with super powers. And now both of them are hunted by a dangerous criminal who will not stop at anything in order to seize this powerful technology. Guy Max falls into a whirlpool of adventure, through which he finds true friends.",15.407,/cnKrr3FEcSg8BUep7nc3q1ANqsL.jpg,19-09-19,Foxter and Max,FALSE,6.9,49,1522860,0,Ukraine,Adventure,tt8269856,2019
788,FALSE,/AhwEkJY1RRna8M0dcSAhR9aCeF4.jpg,"[53, 27]",459928,en,12 Feet Deep,Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,15.384,/3B4MLYYr5WTjQiJMbA8fCFF8M4O.jpg,20-06-17,12 Feet Deep,FALSE,5.6,385,0,6158,United States of America,Thriller,tt5143226,2019
790,FALSE,/yR4UgI9AslQ4kd3qa1kDwxChJWs.jpg,"[18, 53]",418437,en,Unforgettable,"Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.",15.351,/jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg,06-03-17,Unforgettable,FALSE,5.8,558,12000000,17768012,United States of America,Drama,tt3462710,2019
791,FALSE,/sega8RtajHVT8JbbdoYBAbikaXj.jpg,"[27, 14, 18]",428399,en,Cold Skin,A young man who arrives at a remote island finds himself trapped in a battle for his life.,15.35,/yYDNVAckvOHH9v6EGVB73cMyZgZ.jpg,20-10-17,Cold Skin,FALSE,6.2,486,9831962,0,France,Horror,tt1034385,2019
792,FALSE,/z30NXJEY4YDBWEL0ICHGtv4Mt26.jpg,"[10751, 35, 16, 12]",387592,en,Early Man,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",15.343,/hXukFwTKOe7izDsf3ZOdeYikRxF.jpg,26-01-18,Early Man,FALSE,6.2,681,50000000,53431158,France,Family,tt4701724,2019
795,FALSE,/ygWKYTu7OnZKF9H5NsgjL9iURGV.jpg,"[28, 53, 80]",480042,en,Escape Plan: The Extractors,"After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured. Now he and his team must pull off a deadly rescue mission to confront their sadistic foe and save the hostages before time runs out.",15.231,/r15SUgzjL8bablcdEkHk9T7TSRl.jpg,20-06-19,Escape Plan: The Extractors,FALSE,5.3,679,3600000,0,United States of America,Action,tt6772804,2019
798,FALSE,/kR48L1E3OLOkQcnlmpi5wDj7ZZt.jpg,"[80, 18]",180863,en,T2 Trainspotting,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",15.176,/xlbpCwa9OXXIiNgXcwuompHFIk9.jpg,27-01-17,T2 Trainspotting,FALSE,6.9,2765,18000000,42067430,United Kingdom,Crime,tt2763304,2019
799,FALSE,/uN6v3Hz4qI2CIqT1Ro4vPgAbub3.jpg,"[28, 35]",454992,en,The Spy Who Dumped Me,Best friends Audrey and Morgan unwittingly become entangled in an international conspiracy when Audrey’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.,15.175,/tpPERI5i6yjT73jYWyZ9iWltQ9L.jpg,02-08-18,The Spy Who Dumped Me,FALSE,6.4,1978,40000000,33562069,Canada,Action,tt6663582,2019
800,FALSE,/431KEqTcCkKIjIF5Vl22yP8LJGT.jpg,"[35, 53]",596054,es,La odisea de los giles,"In a town in the Northwest of the province of Buenos Aires, a group of neighbors is organized to recover the economy of the area, but when the corralito is implemented in the country and they suffer a fraud, their hopes disappear. Now, they will unite to recover the lost money and give the blow of their lives to their greatest enemy.",15.165,/9MaAzW8sERDcIEYORE7jzeCew3P.jpg,15-08-19,Heroic Losers,FALSE,7.7,477,0,7364054,Argentina,Comedy,tt10384744,2019
802,FALSE,/v0sblc9A8eaE8EqDQ5Y6fELj4oB.jpg,"[27, 10402]",507076,fr,Climax,Young dancers gather in a remote and empty school building to rehearse on a cold and wintry night. The all-night celebration soon turns into a hallucinatory nightmare when they learn that their sangria is laced with LSD.,15.145,/47IXH2iEWwX0F7vIyGXaKQ0psBG.jpg,19-09-18,Climax,FALSE,7.1,1703,2940457,1088907,Belgium,Horror,tt8359848,2019
803,FALSE,/5u0ImRdr8Z6uyDfmSWcThXEb8cl.jpg,"[27, 53]",467660,en,Unsane,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,15.142,/jzxgMYk6zRMIIp8m28iatTe70dp.jpg,21-02-18,Unsane,FALSE,6.3,1321,1500000,14293601,United States of America,Horror,tt7153766,2019
804,FALSE,/loJeVTot5DionlqKEZiHGjh2xE3.jpg,"[53, 27, 35]",401561,en,Mom and Dad,"In a suburban community, moms and dads, one after the other, mysteriously feel the irresistible impulse to attack and kill their own offspring.",15.134,/vjjFEFMhENFQUmUn15zGaCJBD0A.jpg,19-01-18,Mom and Dad,FALSE,5.4,844,0,169209,United Kingdom,Thriller,tt5462326,2019
805,FALSE,/zpkWkIXEwSErbIgOlh1NkwQ6Pyj.jpg,"[80, 18, 53, 36]",407448,en,Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,15.131,/tmCt2hy9QoFHft3UcHwpGX2Sihl.jpg,28-07-17,Detroit,FALSE,7.3,1443,34000000,23355100,United States of America,Crime,tt5390504,2019
806,FALSE,/nyvZvv6d3YfJ7i4zJhfdypvhtMb.jpg,"[12, 28, 16, 878]",408648,en,Batman and Harley Quinn,"Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man.",15.128,/zZVVSdgrOr1QIlcxcobQHG4IQyA.jpg,14-08-17,Batman and Harley Quinn,FALSE,6.1,511,3500000,0,United States of America,Adventure,tt6556890,2019
808,FALSE,/mCDq4ytVdxmWiY0vqSS6Fmbz9Hy.jpg,"[80, 18, 10749]",621191,en,Blue Story,"Blue Story is a tragic tale of a friendship between Timmy and Marco, two young boys from opposing postcodes. Timmy, a shy, smart, naive and timid young boy from Deptford, goes to school in Peckham where he strikes up a friendship with Marco, a charismatic, streetwise kid from the local area. Although from warring postcodes, the two quickly form a firm friendship until it is tested and they wind up on rival sides of a street war. Blue Story depicts elements of Rapman's own personal experiences and aspects of his childhood.",15.12,/wUggWBMN8xUNVasYsroyUUPmaKa.jpg,22-11-19,Blue Story,FALSE,7.3,169,1600000,5750000,United Kingdom,Crime,tt9285882,2019
